gen,nevals,avg,std,min,max,bestFit
33,473,126955774.0,18040003.94442651,3882000.0,140910000.0,640000.0
34,459,128851932.0,16578178.132695282,6732000.0,140910000.0,640000.0
35,447,130792252.0,12841457.978924979,9984000.0,140910000.0,640000.0
36,446,129884568.0,16927983.88046775,6614000.0,140910000.0,640000.0
37,459,131089476.0,14827114.276130201,9930000.0,140910000.0,640000.0
38,444,130445506.0,16224508.877681443,13228000.0,140910000.0,640000.0
39,446,130892022.0,15000895.986090831,14528000.0,140910000.0,640000.0
40,456,131364738.0,13377870.86697117,15420000.0,140910000.0,640000.0
41,468,131823592.0,12134784.456987113,15432000.0,140910000.0,640000.0
42,459,132859194.0,12473125.943578217,10869000.0,140910000.0,640000.0
43,450,132657508.0,14936890.397065114,3882000.0,140910000.0,640000.0
44,448,133033898.0,14167389.17456551,3882000.0,140910000.0,640000.0
45,458,133780820.0,12268788.176490782,11565000.0,140910000.0,640000.0
46,459,134704596.0,8339239.967334193,15420000.0,140910000.0,640000.0
47,457,133673518.0,11704614.754944991,7710000.0,140910000.0,640000.0
48,449,133282250.0,15958922.49218286,9921000.0,140910000.0,640000.0
49,452,132438006.0,18483218.840504054,3873000.0,140910000.0,640000.0
50,446,133739920.0,15167828.983925154,11565000.0,140910000.0,640000.0
51,443,134715876.0,13627667.667382559,7210000.0,140910000.0,640000.0
52,437,134463320.0,13644396.805047851,15408000.0,140910000.0,640000.0
53,446,134362388.0,13571377.397503026,9930000.0,140910000.0,640000.0
54,453,134166542.0,15271834.489943767,7800000.0,140910000.0,640000.0
55,451,133494946.0,16388597.853601875,3623000.0,140910000.0,640000.0
56,472,134414726.0,11833095.961029135,15408000.0,140910000.0,640000.0
57,440,134300734.0,13989041.560137134,11556000.0,140910000.0,640000.0
58,459,134673840.0,11029896.212131826,11556000.0,140910000.0,640000.0
59,450,133839392.0,15425737.840970071,7710000.0,140910000.0,640000.0
60,452,134430572.0,13180044.157771856,13216000.0,140910000.0,640000.0
61,462,133931466.0,14568263.569720449,3873000.0,140910000.0,640000.0
62,449,134416144.0,12692174.228053443,8367000.0,140910000.0,640000.0
63,454,134766568.0,12269194.81683195,11556000.0,140910000.0,640000.0
64,445,134717496.0,11240003.306849336,7722000.0,140910000.0,640000.0
65,461,133548614.0,15112278.935389062,6614000.0,140910000.0,640000.0
66,452,134214426.0,13222244.425078671,15492000.0,140910000.0,640000.0
67,462,133807104.0,16463594.60243066,3882000.0,140910000.0,640000.0
68,451,134734106.0,11815067.916129978,15528000.0,140910000.0,640000.0
69,465,134578906.0,12795429.040605243,15528000.0,140910000.0,640000.0
70,452,134588346.0,13021585.26732763,6632000.0,140910000.0,640000.0
71,457,134049278.0,14663854.090951532,3852000.0,140910000.0,640000.0
72,459,135269316.0,9007556.124951096,15528000.0,140910000.0,640000.0
73,463,134108400.0,12407558.408808721,7722000.0,140910000.0,640000.0
74,460,134215408.0,13031113.524850285,13420000.0,140910000.0,640000.0
75,463,133798458.0,13709955.279002044,9984000.0,140910000.0,640000.0
76,454,134343826.0,12932528.495221807,7722000.0,140910000.0,640000.0
77,451,134191346.0,14399149.291617336,7722000.0,140910000.0,640000.0
78,467,134148862.0,14775145.585846389,3882000.0,140910000.0,640000.0
79,445,133923204.0,16268089.800907297,3882000.0,140910000.0,640000.0
80,455,134682886.0,13174921.085646167,15420000.0,140910000.0,640000.0
81,443,135334974.0,11248035.162166057,15420000.0,140910000.0,640000.0
82,420,134949844.0,12393585.083891748,3882000.0,140910000.0,640000.0
83,445,134678440.0,11778649.18173557,5620000.0,140784000.0,640000.0
84,462,134367442.0,14358431.784517277,3882000.0,140910000.0,640000.0
85,452,134731880.0,12277632.504746182,3882000.0,140910000.0,640000.0
86,452,135144172.0,10412072.639509195,7722000.0,140910000.0,640000.0
87,454,135501834.0,9861475.835109266,15420000.0,140910000.0,640000.0
88,453,134212562.0,14776017.935768621,11700000.0,140910000.0,640000.0
89,462,134641540.0,13591549.28786266,11700000.0,140910000.0,640000.0
90,459,135436338.0,10105898.309589108,7710000.0,140910000.0,640000.0
91,461,135149126.0,11303832.85979247,11565000.0,140910000.0,640000.0
92,465,135327348.0,10499149.138044283,15528000.0,140910000.0,640000.0
93,462,134886840.0,12389948.363669641,15420000.0,140910000.0,640000.0
94,439,135594870.0,8161809.296050723,15600000.0,140910000.0,640000.0
95,455,135168674.0,10671076.079558425,11646000.0,140910000.0,640000.0
96,446,135049028.0,11524332.887035849,11646000.0,140910000.0,640000.0
97,474,134579588.0,14816494.802963892,3873000.0,140910000.0,640000.0
98,449,135463374.0,9547939.767202346,15492000.0,140910000.0,640000.0
99,463,135076036.0,12341867.352824045,3873000.0,140784000.0,640000.0
100,455,134514296.0,14421697.082395816,7710000.0,140910000.0,640000.0
0,500,20591384.0,12923689.889831929,1124000.0,86534000.0,640000.0
1,461,27697010.0,14855786.75149519,1050000.0,86534000.0,640000.0
2,462,33036916.0,15467314.977621164,1177000.0,83545000.0,640000.0
3,456,36883464.0,17106415.143702786,1961000.0,112504000.0,640000.0
4,453,43137200.0,18448210.36903038,2612000.0,112308000.0,640000.0
5,453,49086414.0,20415571.51829466,3488000.0,136612000.0,640000.0
6,450,53978652.0,21976434.0292709,1630000.0,127645000.0,640000.0
7,460,61210270.0,23606743.768700924,4188000.0,138278000.0,640000.0
8,424,66430480.0,24886307.52822925,4296000.0,137396000.0,640000.0
9,464,71900924.0,25891408.546354212,6933000.0,157864000.0,640000.0
10,441,77826720.0,26109892.844314776,7736000.0,138572000.0,640000.0
11,469,83287666.0,26862202.508924022,4104000.0,158984000.0,640000.0
12,464,88025026.0,26701616.804255955,6196000.0,156296000.0,640000.0
13,445,93678498.0,26378325.223902978,14444000.0,156296000.0,640000.0
14,451,97350052.0,25829742.584650278,16626000.0,142464000.0,640000.0
15,452,101032662.0,23511191.794457294,28490000.0,158984000.0,640000.0
16,457,103992506.0,24502063.600235064,6662000.0,158984000.0,640000.0
17,464,105987944.0,23500326.66693942,15432000.0,158984000.0,640000.0
18,439,109868530.0,22303356.520064417,9996000.0,158984000.0,640000.0
19,448,110427764.0,20617640.407192674,15432000.0,158984000.0,640000.0
20,453,111362570.0,21551417.158532754,11565000.0,157864000.0,640000.0
21,473,111943278.0,21721128.060317587,6142000.0,157864000.0,640000.0
22,469,112926354.0,22112101.552423373,9939000.0,157864000.0,640000.0
23,458,114126628.0,22041576.915947188,5108000.0,157864000.0,640000.0
24,461,115949712.0,20207287.98005947,7716000.0,157864000.0,640000.0
25,472,118133178.0,19466669.14811869,6648000.0,157864000.0,640000.0
26,458,119192044.0,18466110.150815845,13296000.0,157864000.0,640000.0
27,449,119758628.0,20133355.016827572,11700000.0,157864000.0,640000.0
28,449,120617696.0,18833053.88298945,17600000.0,157864000.0,640000.0
29,457,120211498.0,19361627.875207085,17600000.0,157864000.0,640000.0
30,453,121674194.0,18323736.75461324,58191000.0,157864000.0,640000.0
31,460,121644560.0,19541356.783253305,13296000.0,157864000.0,640000.0
32,467,123022292.0,19871464.686196033,10056000.0,157864000.0,640000.0
33,461,124285150.0,18469290.95919765,58485000.0,157864000.0,640000.0
34,456,124367242.0,18493036.34040219,58800000.0,157864000.0,640000.0
35,461,126556956.0,18616822.187421355,55925000.0,157864000.0,640000.0
36,459,125746216.0,19894681.069103472,16580000.0,157864000.0,640000.0
37,476,126407972.0,18651205.26516225,9957000.0,157864000.0,640000.0
38,456,125713296.0,20433495.015204422,6654000.0,157864000.0,640000.0
39,460,126545390.0,19438610.692482628,5554000.0,157864000.0,640000.0
40,424,125881932.0,20045533.273409713,13252000.0,157864000.0,640000.0
41,479,127097002.0,18364822.60393484,13336000.0,157864000.0,640000.0
42,458,128414026.0,18359775.818819903,6144000.0,157864000.0,640000.0
43,457,130021670.0,16904766.23633406,58422000.0,157864000.0,640000.0
44,442,130044414.0,18568331.993870746,15528000.0,157864000.0,640000.0
45,445,130812602.0,18979757.220354427,6632000.0,157864000.0,640000.0
46,447,131724836.0,17133166.662969925,16644000.0,157864000.0,640000.0
47,454,132153884.0,19564847.11687122,6638000.0,157864000.0,640000.0
48,459,134003590.0,18279136.70548749,6642000.0,157976000.0,640000.0
49,460,134469632.0,19229310.343446434,6642000.0,157864000.0,640000.0
50,444,136899340.0,16443766.271642273,53676000.0,157864000.0,640000.0
51,462,137049210.0,17562468.661833964,58254000.0,157864000.0,640000.0
52,462,137303528.0,18788257.420346785,9930000.0,157864000.0,640000.0
53,458,137460044.0,16727170.460124569,58254000.0,157864000.0,640000.0
54,438,138344730.0,18519441.7668865,15432000.0,157864000.0,640000.0
55,443,138478400.0,19812990.558620878,9966000.0,157864000.0,640000.0
56,460,140079302.0,17073351.14014809,2798000.0,157864000.0,640000.0
57,452,140494712.0,17522220.799689062,16644000.0,157864000.0,640000.0
58,456,140414196.0,18641697.130400546,13252000.0,157864000.0,640000.0
59,453,141323586.0,16408337.363505298,77672000.0,157864000.0,640000.0
60,457,141530072.0,18122391.666190643,2801000.0,157864000.0,640000.0
61,455,142722560.0,17721027.05077784,13276000.0,157864000.0,640000.0
62,477,142360420.0,20050640.082241762,11276000.0,157864000.0,640000.0
63,456,143003620.0,17526635.850373566,58317000.0,157864000.0,640000.0
64,452,143917056.0,17588748.600991033,58317000.0,157864000.0,640000.0
65,451,144691292.0,18040539.772599265,58254000.0,157864000.0,640000.0
66,478,145753014.0,17957292.285804227,58485000.0,157864000.0,640000.0
67,451,147660568.0,16457702.159820976,27740000.0,157864000.0,640000.0
68,464,147194012.0,17546500.600286543,19275000.0,157864000.0,640000.0
69,465,146377580.0,19313489.89974624,19275000.0,157864000.0,640000.0
70,440,147395680.0,17817641.65442778,33420000.0,157864000.0,640000.0
71,454,149436258.0,15194643.22764559,66720000.0,157864000.0,640000.0
72,463,149399678.0,15763948.70717093,58506000.0,157864000.0,640000.0
73,451,148524512.0,16646720.094056247,66720000.0,157864000.0,640000.0
74,443,150764080.0,13024399.914529651,58317000.0,157864000.0,640000.0
75,452,150070304.0,16276229.095941849,9939000.0,157864000.0,640000.0
76,456,149185046.0,17396314.674777646,11096000.0,157864000.0,640000.0
77,456,149884300.0,15206369.645447923,58359000.0,157864000.0,640000.0
78,452,149985550.0,15720298.50656469,6648000.0,157864000.0,640000.0
79,453,150635412.0,15262591.927266352,2819000.0,157864000.0,640000.0
80,457,150707508.0,13950552.044200115,77504000.0,157864000.0,640000.0
81,467,150098378.0,13963085.65651289,77672000.0,157864000.0,640000.0
82,445,149169748.0,16742885.513211155,16680000.0,157864000.0,640000.0
83,458,148703036.0,17101768.49576394,58317000.0,157864000.0,640000.0
84,454,148222080.0,17257110.696104374,58317000.0,157864000.0,640000.0
85,453,148316154.0,18077901.06019734,8457000.0,157864000.0,640000.0
86,465,149165756.0,17499094.531102575,6722000.0,157864000.0,640000.0
87,449,149057746.0,16273286.367095124,51996000.0,157864000.0,640000.0
88,447,149501988.0,16049264.09527415,58380000.0,157864000.0,640000.0
89,453,149525494.0,15299337.553435573,59199000.0,157864000.0,640000.0
90,464,150691574.0,15248909.006369079,6632000.0,157864000.0,640000.0
91,462,150925462.0,15797770.266482418,9957000.0,157864000.0,640000.0
92,461,151116356.0,13826604.663953621,77840000.0,157864000.0,640000.0
93,455,151522556.0,13915352.807128679,58380000.0,157864000.0,640000.0
94,438,152719088.0,10879197.768229788,58380000.0,157864000.0,640000.0
95,448,152649468.0,12759253.441051165,16644000.0,157864000.0,640000.0
96,441,153113222.0,11029788.544152422,58254000.0,157864000.0,640000.0
97,467,152238866.0,13919953.56357355,58254000.0,157864000.0,640000.0
98,440,152172748.0,14056199.320602138,58254000.0,157864000.0,640000.0
99,453,153253030.0,12322604.325105144,58317000.0,157864000.0,640000.0
100,457,154486878.0,8500249.32664425,77840000.0,157864000.0,640000.0
0,500,20463690.0,13288088.265130542,790000.0,89355000.0,640000.0
1,460,28177164.0,16919584.88855752,675000.0,103782000.0,640000.0
2,447,36627384.0,19541399.47262079,1003000.0,115150000.0,640000.0
3,461,42300526.0,20594519.528780565,1687000.0,111426000.0,640000.0
4,463,49879136.0,21458025.89795958,1853000.0,132846000.0,640000.0
5,455,55370676.0,22633189.98857704,4263000.0,132846000.0,640000.0
6,452,62488064.0,23796885.156673424,5620000.0,137102000.0,640000.0
7,464,68573008.0,25546451.96765954,5110000.0,137984000.0,640000.0
8,449,73903956.0,25041483.133593824,9162000.0,138425000.0,640000.0
9,452,78701834.0,26769199.618936013,4704000.0,140910000.0,640000.0
10,453,85175994.0,24530936.51245227,10074000.0,140910000.0,640000.0
11,449,89582120.0,25880790.223747034,6573000.0,139307000.0,640000.0
12,447,95730288.0,25156269.3390943,2568000.0,140028000.0,640000.0
13,451,100239526.0,23850083.449106086,5668000.0,140028000.0,640000.0
14,462,104365658.0,24218172.95398305,8640000.0,155680000.0,640000.0
15,442,106385126.0,24135153.01327348,5354000.0,155680000.0,640000.0
16,463,107960888.0,22844742.695496835,12812000.0,155680000.0,640000.0
17,456,108250644.0,23551222.735248037,6126000.0,156352000.0,640000.0
18,454,110630850.0,22313154.308691993,9204000.0,156352000.0,640000.0
19,447,113144218.0,21421450.88294619,9948000.0,156352000.0,640000.0
20,447,114123020.0,22172732.738649964,5394000.0,156352000.0,640000.0
21,460,115619052.0,22791899.653545685,8127000.0,155960000.0,640000.0
22,436,115652166.0,23539260.799235903,3882000.0,156856000.0,640000.0
23,448,117938256.0,20663199.984379575,4976000.0,156856000.0,640000.0
24,432,119846688.0,20386481.199919127,6626000.0,155680000.0,640000.0
25,457,118575084.0,22617220.407135446,3481000.0,155680000.0,640000.0
26,449,120588794.0,20188935.28424825,6674000.0,155680000.0,640000.0
27,447,121192254.0,21894832.96564475,7722000.0,155680000.0,640000.0
28,460,123792818.0,19149323.446244154,15528000.0,140910000.0,640000.0
29,459,124184766.0,17714153.038044017,9921000.0,140910000.0,640000.0
30,444,125044578.0,15562384.647730436,15600000.0,140910000.0,640000.0
31,446,125585860.0,16157957.749307305,10083000.0,140910000.0,640000.0
32,452,125042498.0,17338573.419805795,13216000.0,140910000.0,640000.0
33,447,124872064.0,18530728.064377394,13252000.0,140910000.0,640000.0
34,447,124794372.0,17472051.43884415,6728000.0,140910000.0,640000.0
35,462,124621786.0,19928037.286802836,9921000.0,140910000.0,640000.0
36,452,124796262.0,17224105.81822337,16640000.0,140910000.0,640000.0
37,459,125318246.0,18659598.335159417,6626000.0,140910000.0,640000.0
38,464,124125796.0,23078501.940342315,3852000.0,140910000.0,640000.0
39,456,127121860.0,16760645.467415627,10056000.0,140910000.0,640000.0
40,451,127789620.0,16264979.448483787,15408000.0,140910000.0,640000.0
41,449,127512214.0,17283331.44773322,13444000.0,140910000.0,640000.0
42,455,127548902.0,16958962.470634695,3873000.0,140910000.0,640000.0
43,462,128191648.0,15474115.411877217,13216000.0,140910000.0,640000.0
44,448,127965190.0,17105318.14255146,6614000.0,140910000.0,640000.0
45,468,127136950.0,17164637.108179715,6686000.0,140910000.0,640000.0
46,451,127872690.0,16204993.272010328,10029000.0,140910000.0,640000.0
47,450,127451936.0,18173640.259229958,6608000.0,140910000.0,640000.0
48,460,128023242.0,18256357.241011582,10083000.0,140910000.0,640000.0
49,455,128129742.0,17449130.71013671,10065000.0,140910000.0,640000.0
50,439,128653092.0,17825111.30892416,6710000.0,140910000.0,640000.0
51,448,128446448.0,17390214.314932868,13252000.0,140910000.0,640000.0
52,440,129393294.0,14444008.61435509,15492000.0,140910000.0,640000.0
53,454,128513152.0,17111025.83379781,11556000.0,140910000.0,640000.0
54,458,128659150.0,17409882.32687114,9954000.0,140910000.0,640000.0
55,463,128733732.0,16896342.904196043,9912000.0,140910000.0,640000.0
56,467,128404272.0,17746673.580759183,15444000.0,140910000.0,640000.0
57,454,129117842.0,15331745.727249589,6644000.0,140910000.0,640000.0
58,448,128865072.0,16996817.03633995,8430000.0,140910000.0,640000.0
59,470,129303088.0,15916043.704270732,10011000.0,140910000.0,640000.0
60,443,129482526.0,16547834.724136086,9939000.0,140910000.0,640000.0
61,463,130293294.0,16457241.69062252,11176000.0,140910000.0,640000.0
62,464,131195222.0,16879436.575926222,13336000.0,140910000.0,640000.0
63,456,132764004.0,13977605.852505071,6614000.0,140910000.0,640000.0
64,468,131503140.0,15288392.953754164,11700000.0,140910000.0,640000.0
65,451,131167600.0,14218274.96175257,2789000.0,140910000.0,640000.0
66,449,131060174.0,17093446.686485555,6704000.0,140910000.0,640000.0
67,465,131377928.0,15916174.44120339,6674000.0,140910000.0,640000.0
68,448,131477476.0,14672228.303479468,15408000.0,140910000.0,640000.0
69,443,132183362.0,14851457.086863767,9921000.0,140910000.0,640000.0
70,457,131595898.0,17147736.870490987,6632000.0,140910000.0,640000.0
71,446,132310606.0,15908127.065583931,10065000.0,140910000.0,640000.0
72,457,132206656.0,15095287.340414027,10056000.0,140910000.0,640000.0
73,457,133140038.0,11748662.881219974,58695000.0,140910000.0,640000.0
74,447,133219632.0,14439900.775440807,6674000.0,140910000.0,640000.0
75,445,131717030.0,17077304.0401903,6632000.0,140910000.0,640000.0
76,447,132215834.0,16792295.32215426,7710000.0,140910000.0,640000.0
77,443,131999068.0,15593483.754420498,6632000.0,140910000.0,640000.0
78,460,132504110.0,15769145.599870019,9939000.0,140910000.0,640000.0
79,459,133173404.0,13316928.309065271,16550000.0,140910000.0,640000.0
80,454,132984914.0,16008222.467800852,16535000.0,140910000.0,640000.0
81,457,134124032.0,11797594.205217265,3882000.0,140910000.0,640000.0
82,444,134008916.0,14421174.622787979,6632000.0,140910000.0,640000.0
83,440,133898486.0,15351086.950760327,10011000.0,140910000.0,640000.0
84,460,131849060.0,17105874.49282848,6656000.0,140910000.0,640000.0
85,457,132856774.0,14025637.46055501,11583000.0,140910000.0,640000.0
86,458,133398346.0,12079233.805762848,58422000.0,140910000.0,640000.0
87,454,133378274.0,16636619.902459875,5606000.0,140910000.0,640000.0
88,459,132348266.0,20012082.058877435,2773000.0,140910000.0,640000.0
89,440,132504860.0,18424754.552297298,6632000.0,140910000.0,640000.0
90,450,133496190.0,17273365.03411828,7722000.0,140910000.0,640000.0
91,461,134026660.0,15617641.42348005,3873000.0,140910000.0,640000.0
92,455,134808690.0,12799471.349782381,13228000.0,140910000.0,640000.0
93,451,134807942.0,15041786.463802628,6614000.0,140910000.0,640000.0
94,440,133431930.0,18099310.473968342,6614000.0,140910000.0,640000.0
95,461,133245876.0,16599629.09575464,6614000.0,140910000.0,640000.0
96,449,132308320.0,20646167.4753839,6614000.0,140910000.0,640000.0
97,451,134638144.0,13858442.579859542,6656000.0,140910000.0,640000.0
98,437,135312334.0,12186774.322454814,6632000.0,140910000.0,640000.0
99,457,135358808.0,10737194.364410844,33070000.0,140910000.0,640000.0
100,464,134840816.0,13850340.22968909,10065000.0,140910000.0,640000.0
0,500,20853404.0,12943923.661887998,755000.0,76097000.0,640000.0
1,451,26218730.0,13894030.794305157,1168000.0,75950000.0,640000.0
2,455,31476864.0,15960759.59462782,1484000.0,81648000.0,640000.0
3,454,37258420.0,16956084.289233763,2041000.0,94136000.0,640000.0
4,467,43591982.0,20210682.706570704,2041000.0,104370000.0,640000.0
5,466,48312896.0,20204256.36239018,4158000.0,117894000.0,640000.0
6,465,52673272.0,21042428.713007823,1908000.0,118650000.0,640000.0
7,472,56681100.0,21482213.483018924,1502000.0,126000000.0,640000.0
8,456,60735290.0,22225359.69944919,8439000.0,126560000.0,640000.0
9,459,67127942.0,24073909.6456441,2067000.0,137984000.0,640000.0
10,442,72049250.0,23315064.586560767,2676000.0,136906000.0,640000.0
11,461,76869940.0,24351480.526004985,8859000.0,138376000.0,640000.0
12,449,80722844.0,26032060.34173369,7221000.0,139111000.0,640000.0
13,452,86283288.0,25339820.7656853,6654000.0,139111000.0,640000.0
14,459,92476882.0,26027011.800283104,6178000.0,139020000.0,640000.0
15,460,93854930.0,26603189.263340212,7641000.0,140910000.0,640000.0
16,452,98085488.0,24850982.292252675,9171000.0,139650000.0,640000.0
17,458,101049842.0,25766745.930618323,7800000.0,140910000.0,640000.0
18,464,104447188.0,24526569.161475804,6642000.0,140910000.0,640000.0
19,450,107126598.0,23488939.80264746,13134000.0,140910000.0,640000.0
20,442,107823468.0,24570375.524134263,4712000.0,156464000.0,640000.0
21,451,109007754.0,23896940.223666377,8916000.0,140910000.0,640000.0
22,450,110154252.0,22548685.616782546,5642000.0,140910000.0,640000.0
23,453,112204264.0,22291026.77640274,11556000.0,140910000.0,640000.0
24,449,112842068.0,22437219.066973876,14640000.0,140910000.0,640000.0
25,447,113110412.0,22703400.06523816,9315000.0,140784000.0,640000.0
26,451,115851754.0,20087178.827239133,12228000.0,140784000.0,640000.0
27,465,117583472.0,19802540.704192884,7004000.0,140784000.0,640000.0
28,448,118881092.0,18440740.686630134,7300000.0,140910000.0,640000.0
29,453,121487810.0,19338456.597616576,10869000.0,155344000.0,640000.0
30,468,122704318.0,16984175.866402116,13492000.0,140910000.0,640000.0
31,478,123001952.0,16059455.990216356,14600000.0,155344000.0,640000.0
32,450,122263786.0,18041487.500985168,9948000.0,155680000.0,640000.0
33,462,122388414.0,18594622.27308218,7716000.0,155680000.0,640000.0
34,469,123797082.0,18613708.01531162,9189000.0,155680000.0,640000.0
35,456,123855954.0,19563502.704778712,7222000.0,155680000.0,640000.0
36,452,123786618.0,17927480.66896395,11574000.0,155680000.0,640000.0
37,468,125689378.0,16548959.283746999,11574000.0,155680000.0,640000.0
38,435,123888488.0,21465294.86556977,9984000.0,140910000.0,640000.0
39,449,126556586.0,17014111.630602524,13284000.0,157864000.0,640000.0
40,463,126418848.0,19128896.860846315,8454000.0,140910000.0,640000.0
41,454,127904110.0,16290231.496755961,6678000.0,155176000.0,640000.0
42,452,127813730.0,17703740.87025395,6186000.0,155176000.0,640000.0
43,460,129151058.0,17510058.18044692,9930000.0,140910000.0,640000.0
44,448,128341480.0,20730300.597183824,3873000.0,140910000.0,640000.0
45,442,129416088.0,19013689.87135995,9939000.0,140910000.0,640000.0
46,447,130197436.0,18746946.50309495,7722000.0,140910000.0,640000.0
47,454,130666906.0,18259826.33611733,9984000.0,140910000.0,640000.0
48,477,130691262.0,15862714.964890342,9234000.0,140910000.0,640000.0
49,443,131633790.0,15694650.115179377,9954000.0,140910000.0,640000.0
50,454,132820046.0,13977058.606011638,13336000.0,140910000.0,640000.0
51,459,133251422.0,14032763.401551243,11565000.0,140910000.0,640000.0
52,452,133698668.0,13420817.803314967,10056000.0,140910000.0,640000.0
53,459,132655764.0,18449114.10329244,3616000.0,140910000.0,640000.0
54,457,132377800.0,18729212.27216991,7800000.0,140910000.0,640000.0
55,461,132928548.0,15966565.913548725,7800000.0,140910000.0,640000.0
56,446,132823642.0,16395831.465523059,7710000.0,140910000.0,640000.0
57,462,133365398.0,13821142.290548781,11700000.0,140910000.0,640000.0
58,452,133967418.0,11593175.033927333,11598000.0,140910000.0,640000.0
59,457,133716790.0,14234555.696680525,15492000.0,140910000.0,640000.0
60,457,134449074.0,13326034.617714453,11583000.0,140910000.0,640000.0
61,444,133581268.0,15631755.73671032,7800000.0,140910000.0,640000.0
62,460,133866900.0,14262045.690923866,3866000.0,140910000.0,640000.0
63,458,132343834.0,17826458.335924275,7710000.0,140910000.0,640000.0
64,452,134359472.0,13442169.975759717,7710000.0,140910000.0,640000.0
65,462,135369866.0,9849956.169853956,16775000.0,140910000.0,640000.0
66,457,135282922.0,10394286.86249884,15528000.0,140910000.0,640000.0
